Unidad,Fecha_subida,Timestamp,Error,Log
6101,2024-01-30 13:12:41,2024-01-30 10:25:35,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:12:43,2024-01-30 10:25:35,False,{'log': ''}
6101,2024-01-30 13:12:44,2024-01-30 10:51:06,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:12:46,2024-01-30 10:51:12,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:12:47,2024-01-30 10:51:12,False,{'log': ''}
6101,2024-01-30 13:12:49,2024-01-30 13:12:31,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:12:50,2024-01-30 13:12:37,False,{'log': ''}
6101,2024-01-30 13:12:52,2024-01-30 13:12:37,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:12:55,2024-01-30 13:12:52,True,{'log': 'Restarting. Execution number: 1 Check log for details.\n\nNvMMLiteOpen : Block : BlockType = 279 \nNVMEDIA: Reading vendor.tegra.display-size : status: 6 \nNvMMLiteBlockCreate : Block : BlockType = 279 '}
6101,2024-01-30 13:13:31,2024-01-30 13:13:28,False,{'log': ''}
6101,2024-01-30 13:14:37,2024-01-30 13:14:29,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:14:38,2024-01-30 13:14:34,False,{'log': ''}
6101,2024-01-30 13:14:48,2024-01-30 13:14:34,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:15:24,2024-01-30 13:14:34,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:15:26,2024-01-30 13:15:17,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:15:27,2024-01-30 13:15:22,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:15:29,2024-01-30 13:15:22,False,{'log': ''}
6101,2024-01-30 13:16:11,2024-01-30 13:16:03,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:16:12,2024-01-30 13:16:08,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:16:14,2024-01-30 13:16:08,False,{'log': ''}
6101,2024-01-30 13:16:55,2024-01-30 13:16:47,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
6101,2024-01-30 13:16:57,2024-01-30 13:16:52,False,{'log': 'Data validation failed: rc 4 No checksum.json file found in current directory.\n'}
6101,2024-01-30 13:16:58,2024-01-30 13:16:52,False,{'log': ''}
6101,2024-01-30 13:17:41,2024-01-30 13:17:33,False,{'log': 'FORMATTING PARTITION /dev/sda1 IO ERROR'}
